Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
1,-0.9999990000010001,0,0.022727272210743815,Jon Fingas,"Throughout 2016 and 2017, Facebook had been pushing for access to individual users' Messenger conversations with chatbots and customer service representatives. Numerous companies balked at the thought of handing over individual financial info, however, and si… [+1216 chars]","Facebook is in hot water again over its data sharing deals -- or rather, attempted deals. The Wall Street Journal has learned that Facebook had spent ""years"" negotiating for access to financial companies' user data. The amount of data it wanted to collect var…",2018-09-18T16:14:00Z,"{'id': 'engadget', 'name': 'Engadget'}",Facebook pushed for access to financial firms' user data,https://www.engadget.com/2018/09/18/facebook-pushed-for-access-to-financial-firm-user-data/,https://o.aolcdn.com/images/dims?thumbnail=1200%2C630&quality=80&image_uri=https%3A%2F%2Fo.aolcdn.com%2Fimages%2Fdims%3Fcrop%3D3500%252C2332%252C0%252C282%26quality%3D85%26format%3Djpg%26resize%3D1600%252C1067%26image_uri%3Dhttp%253A%252F%252Fo.aolcdn.com%252Fhss%252Fstorage%252Fmidas%252F42a5e8a3e071698e41130fdee81c067a%252F204590296%252FRTX2RSM3.jpeg%26client%3Da1acac3e1b3290917d92%26signature%3D5f2617e1cd6b5a98ad4541baf3faaecfa100d24c&client=amp-blogside-v2&signature=283d60a05257d670b00dd0f79866f91ef8006be1
7,-0.9999998571428775,0,0.17948717488494426,"Alicia Adamczyk on Two Cents, shared by Alicia Adamczyk to Lifehacker","If youve ever temporarily lost your credit card and panic-canceled your account, Chase is now offering credit card users an alternative: You can lock and unlock the card from your phone or computer. The feature is live now for credit cards and will debut late… [+1308 chars]","If you’ve ever temporarily lost your credit card and panic-canceled your account, Chase is now offering credit card users an alternative: You can lock and unlock the card from your phone or computer. The feature is live now for credit cards and will debut lat…",2018-09-28T16:30:00Z,"{'id': None, 'name': 'Lifehacker.com'}",How to Lock and Unlock Your Chase Credit Card,https://twocents.lifehacker.com/how-to-lock-and-unlock-your-chase-credit-card-1829387673,"https://i.kinja-img.com/gawker-media/image/upload/s--9ML3Adpw--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/cyi1m5dla2bqtzuvns2i.jpg"
3,0.0,3,0.15789473268698073,Reuters Editorial,"(Reuters) - Wells Fargo &amp; Co ( WFC.N ) posted a 32 percent jump in quarterly profit on Friday, as the bank gave out more personal and automobile loans, and made headway in its cost-cutting plan. Wells has been striving to rebuild its reputation with custo… [+2947 chars]","Wells Fargo & Co posted a 32 percent jump in quarterly profit on Friday, as the bank gave out more personal and automobile loans, and made headway in its cost-cutting plan.",2018-10-12T14:21:22Z,"{'id': 'reuters', 'name': 'Reuters'}","Wells Fargo profit rises, cost cuts paying off",https://www.reuters.com/article/us-wells-fargo-results/wells-fargo-profit-rises-cost-cuts-paying-off-idUSKCN1MM1HZ,https://s3.reutersmedia.net/resources/r/?m=02&d=20181012&t=2&i=1314017734&w=1200&r=LYNXNPEE9B0Y5
0,0.0,0,0.0,Varada Bhat,"Bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season with mixed results. JPMorgan said it earned an adjusted $2.34 per share in the third quarter. Analysts polled by Bloomberg had expected earnings of $2.26 pe… [+623 chars]","Most bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season. JPMorgan was the only major bank trading lower. Watch JPMorgan, Citigroup, Wells Fargo, Bank of America Merrill Lynch, Morgan Stanley and Goldman Sach…",2018-10-12T15:42:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","Most of the big banks are rallying after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season (JPM, BOA, GS, C, WFC, MS)",https://www.businessinsider.com/bank-stocks-jpmorgan-citigroup-wells-fargo-kick-off-earnings-season-2018-10,https://amp.businessinsider.com/images/5bc0b02092b3696eae132bf5-2732-1366.jpg
0,0.0,0,0.0,Varada Bhat,"Brian Snyder/Reuters Bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season with mixed results. JPMorgan said it earned an adjusted $2.34 per share in the third quarter. Analysts polled by Bloomberg had expected… [+644 chars]","Most bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season. JPMorgan was the only major bank trading lower. Watch JPMorgan, Citigroup, Wells Fargo, Bank of America Merrill Lynch, Morgan Stanley and Goldman Sach…",2018-10-12T15:42:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","Most of the big banks are rallying after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season (JPM, BOA, GS, C, WFC, MS)",https://markets.businessinsider.com/news/stocks/bank-stocks-jpmorgan-citigroup-wells-fargo-kick-off-earnings-season-2018-10-1027613236,https://static3.businessinsider.com/image/5ba0ea06e199f31d138b5a49-2400/2018-04-12t005338z1629523135rc139dc59150rtrmadp3jpmorgan-dimon.jpg
3,0.0,3,0.11764705651672439,Madeline Shi,"Employees' satisfaction at Wells Fargo has weakened since June, and staff's confidence in the firm's business outlook has dropped to its lowest since 2015, according to a new analysis on employment sentiment conducted by UBS Global Research. The analysis, bas… [+1555 chars]","Wells Fargo's employee satisfaction has fallen since June 2018, according to a new analysis by UBS. Employees' assessment of the bank's business outlook dropped to its lowest since 2015. Wells Fargo has been struggling to restore its reputation since the fake…",2018-10-01T20:14:34Z,"{'id': 'business-insider', 'name': 'Business Insider'}",Wells Fargo employee sentiment has plummeted as the bank struggles to bounce back from sales scandal,https://www.businessinsider.com/employment-sentiment-at-wells-fargo-fallen-since-june-2018-10,https://amp.businessinsider.com/images/5bb2616a76545304f63f3956-1334-667.jpg
7,-0.9999998571428775,0,0.1666666626984128,,"Wells Fargo said on Thursday it would cut its staff by about 5% to 10% within the next three years. The reduction would reflect displacements as well as normal team-member attrition over that period, the company said. Wells Fargo has 265,000 employees, meanin… [+587 chars]","Wells Fargo said on Thursday it would cut its staff by about 5% to 10% within the next three years. The reduction would reflect displacements as well as normal team-member attrition over that period, the company said. Wells Fargo has 265,000 employees, meanin…",2018-09-20T19:05:20Z,"{'id': 'business-insider', 'name': 'Business Insider'}",Wells Fargo says it will cut headcount by as much as 10% in the next 3 years (WFC),https://www.businessinsider.com/r-wells-fargo-to-reduce-headcount-by-5-10-percent-in-next-3-years-2018-9,https://amp.businessinsider.com/images/5ba3f47327ca741d068b4568-1334-667.jpg
1,0.49999987500003124,3,0.09756097323022017,Meredith Cash,"Overall star rating: 4.384 Total number of reviews: 1,962 One thing to know: Just like the Philadelphia 76ers, the Wells Fargo Center has been undergoing a rebuild for some years. When completed, the arena will boast new sound and lighting systems, improved s… [+110 chars]","NBA games are all about big stars, flashy handles, and gravity-defying dunks. But when it comes to the fan experience, a great venue can make all the difference, which is why Podium.com — a startup that has revolutionized customer reviews for local businesses…",2018-10-10T21:26:50Z,"{'id': 'business-insider', 'name': 'Business Insider'}",The best NBA arenas according to fans,https://www.businessinsider.com/fans-favorite-nba-arenas-2018-10,https://amp.businessinsider.com/images/5bbe6c969a4ab84970716293-1334-667.jpg
2,0.0,2,0.09090908884297526,Melina Glusac,"There's no doubt about it: college is expensive, and it will likely get more expensive in the coming years. Furthermore, student loan debt is higher than ever. But the good news is, depending on where you work it could come a lot cheaper — if not almost free.… [+270 chars]","There's no doubt about it: college is expensive, and it will likely get more expensive in the coming years. Furthermore, student loan debt is higher than ever. But the good news is, depending on where you work it could come a lot cheaper — if not almost free.…",2018-09-27T15:22:30Z,"{'id': None, 'name': 'Thisisinsider.com'}",15 companies that will help pay your college tuition,https://www.thisisinsider.com/companies-pay-tuition-2018-9,https://amp.businessinsider.com/images/59ca74b72488496f265f10a1-750-375.jpg
0,0.99999950000025,2,0.054054052593133714,Emily Glazer,"One of Wells Fargo &amp; Co.s top retail bank executives is leaving. Lisa Stevens, who leads the retail banks Western region, will exit from Wells Fargo WFC, -0.59% later this month, spokeswoman Jennifer Langan said. Her departure was announced on an internal… [+637 chars]","Lisa Stevens, who leads the retail bank’s Western region, will exit from Wells Fargo later this month",2018-10-01T21:22:59Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",The Wall Street Journal: Top Wells Fargo retail banking exec Lisa Stevens to leave,https://www.wsj.com/articles/wells-fargo-retail-banking-executive-lisa-stevens-to-depart-1538413727,http://s.marketwatch.com/public/resources/MWimages/MW-GH500_wells__ZG_20180417145029.jpg
2,-0.99999950000025,0,0.05263157756232691,Alex Morrell,"Don Callahan, Mike Murray, Jud Linville, Bill Mills, Jim Cowles, and John Gerspach. All of these senior and long-tenured executives are out at Citigroup or have announced their retirements in the last five months. Their departures have been accompanied by sig… [+5971 chars]","Citigroup has undergone a slew of changes over the past five months, including the departures of senior executives and restructurings within their business lines. In aggregate, these are some of the most seismic changes to take place at Citi since Michael Cor…",2018-09-19T17:17:44Z,"{'id': 'business-insider', 'name': 'Business Insider'}",C-Suite exits and investor unrest: Citigroup is undergoing its most significant changes in half a decade (C),https://www.businessinsider.com/citigroup-undergoes-significant-overhaul-amid-investor-frustration-2018-9,https://amp.businessinsider.com/images/5b9a62eb8ea82ff3248b50e1-2732-1366.jpg
2,-0.33333322222225925,1,0.1304347769376184,,"IF THERE is a single example of how dramatically the regulatory environment has changed for American banks in the past 18 months, it may be the trickle of information that has recently emerged about an inquiry into their sales practices. The Office of the Com… [+3079 chars]","A regulator finds fault, but is loth to publish its findings",2018-09-18T13:25:14Z,"{'id': 'the-economist', 'name': 'The Economist'}",Other American banks may have misbehaved as Wells Fargo did. Which ones?,https://www.economist.com/finance-and-economics/2018/06/14/other-american-banks-may-have-misbehaved-as-wells-fargo-did-which-ones,https://cdn.static-economist.com/sites/default/files/images/print-edition/20180616_FNP001_0.jpg
2,-0.99999950000025,0,0.05882352768166096,Andrea Riquier,"Signage at a Wells Fargo &amp; Co. bank branch. Wells Fargo &amp;Co. WFC, -0.34% is preparing to sell mortgage bonds to investors, only the second such big bank to offer a deal like that since the financial crisis a decade ago. So-called private-label securit… [+4339 chars]","Wells Fargo & Co. is set to become the second big bank to securitize mortgages it has originated, but the fact that such deals are so few and far between says a lot about the housing finance system now.",2018-10-11T17:03:51Z,"{'id': None, 'name': 'Marketwatch.com'}",Wells Fargo readies its first post-crisis mortgage bond,https://www.marketwatch.com/story/wells-fargo-readies-its-first-post-crisis-mortgage-bond-2018-10-11,http://s.marketwatch.com/public/resources/MWimages/MW-GH501_wells__ZG_20180417145246.jpg
0,0.99999950000025,2,0.05128204996712693,BeauHD,"For years, Facebook has publicly positioned its Messenger application as a way to connect with friends and as a way to help customers interact directly with businesses. But a new report from The Wall Street Journal today indicates that Facebook also saw its M… [+1463 chars]","An anonymous reader quotes a report from The Verge: For years, Facebook has publicly positioned its Messenger application as a way to connect with friends and as a way to help customers interact directly with businesses. But a new report from The Wall Street …",2018-09-19T03:30:00Z,"{'id': None, 'name': 'Slashdot.org'}",Facebook Wanted Banks To Fork Over Customer Data Passing Through Messenger,https://tech.slashdot.org/story/18/09/18/2248201/facebook-wanted-banks-to-fork-over-customer-data-passing-through-messenger,https://a.fsdn.com/sd/topics/facebook_64.png
