Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
0,0.0,0,0.0,Varada Bhat,"Brian Snyder/Reuters Bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season with mixed results. JPMorgan said it earned an adjusted $2.34 per share in the third quarter. Analysts polled by Bloomberg had expected… [+644 chars]","Most bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season. JPMorgan was the only major bank trading lower. Watch JPMorgan, Citigroup, Wells Fargo, Bank of America Merrill Lynch, Morgan Stanley and Goldman Sach…",2018-10-12T15:42:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","Most of the big banks are rallying after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season (JPM, BOA, GS, C, WFC, MS)",https://markets.businessinsider.com/news/stocks/bank-stocks-jpmorgan-citigroup-wells-fargo-kick-off-earnings-season-2018-10-1027613236,https://static3.businessinsider.com/image/5ba0ea06e199f31d138b5a49-2400/2018-04-12t005338z1629523135rc139dc59150rtrmadp3jpmorgan-dimon.jpg
0,0.0,0,0.0,Madeline Shi,"Ever wonder what university you should attend if you want to land that plum Wall Street job? There's a handful that top banks heavily recruit and hire from. That's according to Wall Street Oasis, an online community for financial professionals. As part of its… [+317 chars]","Ever wonder what university you should attend if you want to land that plum Wall Street job? There's a handful that top banks heavily recruit and hire from. That's according to Wall Street Oasis, an online community for financial professionals. As part of its…",2018-10-02T15:30:41Z,"{'id': 'business-insider', 'name': 'Business Insider'}",These are the top 10 colleges if you want to land a job on Wall Street,https://www.businessinsider.com/top-10-colleges-for-landing-wall-street-job-2018-10,https://amp.businessinsider.com/images/5bb37a1092b36915061ac1b7-1136-568.jpg
0,0.0,0,0.0,Varada Bhat,"Bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season with mixed results. JPMorgan said it earned an adjusted $2.34 per share in the third quarter. Analysts polled by Bloomberg had expected earnings of $2.26 pe… [+623 chars]","Most bank stocks were rallying Friday after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season. JPMorgan was the only major bank trading lower. Watch JPMorgan, Citigroup, Wells Fargo, Bank of America Merrill Lynch, Morgan Stanley and Goldman Sach…",2018-10-12T15:42:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","Most of the big banks are rallying after JPMorgan, Citigroup, and Wells Fargo kicked off earnings season (JPM, BOA, GS, C, WFC, MS)",https://www.businessinsider.com/bank-stocks-jpmorgan-citigroup-wells-fargo-kick-off-earnings-season-2018-10,https://amp.businessinsider.com/images/5bc0b02092b3696eae132bf5-2732-1366.jpg
4,0.11111109876543349,5,0.19148935762788602,Stephen Culp,"NEW YORK (Reuters) - The S&amp;P 500 and the Dow Jones industrial average rose on Wednesday, with the Dow hitting its highest closing level since late January as rising Treasury yields boosted the financial sector and trade worries subsided. The tech-heavy Na… [+2934 chars]","The S&P 500 and the Dow Jones industrial average rose on Wednesday, with the Dow hitting its highest closing level since late January as rising Treasury yields boosted the financial sector and trade worries subsided.",2018-09-19T20:42:33Z,"{'id': 'reuters', 'name': 'Reuters'}","S&P 500, Dow up as rising treasury yields boost banks",https://www.reuters.com/article/us-usa-stocks/sp-500-dow-up-as-rising-treasury-yields-boost-banks-idUSKCN1LZ1IN,https://s3.reutersmedia.net/resources/r/?m=02&d=20180919&t=2&i=1306052027&w=1200&r=LYNXNPEE8I1T7
3,-0.9999996666667778,0,0.09999999666666677,Bank of America Merchant Services,"How small businesses can help protect themselves against data breaches. (Photo: Bank of America Merchant Services) A single breach of customers personal or payment data can cause irrevocable harm to a small business bottom line and reputation, according to a … [+5447 chars]","Even one incident could cost a business owner $50,000 or more",2018-10-01T13:00:09Z,"{'id': 'usa-today', 'name': 'USA Today'}",4 steps small businesses can take to help avoid a data breach,https://www.usatoday.com/story/sponsor-story/bank-of-america-merchant-services/2018/10/01/4-steps-small-businesses-can-take-help-avoid-data-breach/1461187002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/29/USAT/88072554-e5de-4a38-b489-5dd7e0b09e94-SPBS-USA_Today-Image_1.jpg?crop=1175,661,x1,y34&width=3200&height=1680&fit=bounds"
0,0.99999950000025,2,0.05128204996712693,BeauHD,"For years, Facebook has publicly positioned its Messenger application as a way to connect with friends and as a way to help customers interact directly with businesses. But a new report from The Wall Street Journal today indicates that Facebook also saw its M… [+1463 chars]","An anonymous reader quotes a report from The Verge: For years, Facebook has publicly positioned its Messenger application as a way to connect with friends and as a way to help customers interact directly with businesses. But a new report from The Wall Street …",2018-09-19T03:30:00Z,"{'id': None, 'name': 'Slashdot.org'}",Facebook Wanted Banks To Fork Over Customer Data Passing Through Messenger,https://tech.slashdot.org/story/18/09/18/2248201/facebook-wanted-banks-to-fork-over-customer-data-passing-through-messenger,https://a.fsdn.com/sd/topics/facebook_64.png
2,-0.33333322222225925,1,0.06122448854643901,,These stocks dominate your internet time. There's no question that the global economy has been making the slow transition from offline to online for decades now. The companies with the largest online footprint are the ones in the best position to thrive in th… [+5046 chars],"Bank of America recently released its monthly U.S. internet traffic report, which revealed that internet usage continues to rise with no end in sight. No company is dominating the internet like Alphabet subsidiary Google. U.S. Google users spent a total of 32…",2018-09-24T15:23:22Z,"{'id': None, 'name': 'Yahoo.com'}",7 of the Hottest Internet Stocks to Own,https://www.yahoo.com/news/7-hottest-internet-stocks-own-152322890.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
2,0.5555554938271674,7,0.20930232071389954,Mike Cetera,"Bank of America loyalists will soon have a one-stop shop to track the rewards they’ve earned across three of the bank’s programs credit cards, Preferred Rewards and BankAmeriDeals. BofA will launch the My Rewards dashboard for online banking customers within … [+3325 chars]","Bank of America loyalists will soon have a one-stop shop to track the rewards they’ve earned across three of the bank’s programs — credit cards, Preferred Rewards and BankAmeriDeals. BofA will launch the My Rewards dashboard for online banking customers withi…",2018-09-28T00:00:47Z,"{'id': None, 'name': 'Thepointsguy.com'}",Bank of America Rolls Out New Rewards-Tracking Tool,http://thepointsguy.com/news/bank-of-america-rewards-tracking-tool/,https://i0.wp.com/thepointsguy.com/wp-content/uploads/2017/09/GettyImages-817949232.jpg?fit=1020%2C544px&ssl=1
2,0.0,2,0.09756097323022017,The Points Guy,"Here’s the link to apply now for the Bank of America Premium Rewards credit card with a 50,000-point bonus. The credit card space has been on fire in the past few years, especially with the launch of the Chase Sapphire Reserve in 2016. Then a year ago, the Ba… [+15620 chars]","Here’s the link to apply now for the Bank of America Premium Rewards credit card with a 50,000-point bonus. The credit card space has been on fire in the past few years, especially with the launch of the Chase Sapphire Reserve in 2016. Then a year ago, the Ba…",2018-10-02T13:06:45Z,"{'id': None, 'name': 'Thepointsguy.com'}",Credit Card Review: Bank of America Premium Rewards,http://thepointsguy.com/guide/credit-card-review-bank-of-america-premium-rewards/,https://i1.wp.com/thepointsguy.com/wp-content/uploads/2017/09/BrianBofAPremRewards-copy.jpg?fit=1200%2C628px&ssl=1
5,-0.99999980000004,0,0.11627906706327752,,"With the S&amp;P 500 index up another 9.6 percent year-to-date, American investors have been able to mostly ignore the trade dispute between the U.S. and China up to this point. However, Walmart Inc (NYSE: WMT ) now says it may be forced to raise prices due t… [+2787 chars]","With the S&P 500 index up another 9.6 percent year-to-date, American investors have been able to mostly ignore the trade dispute between the U.S. and China up to this point. Just days after President Donald Trump announced new tariffs on $200 billion of Chine…",2018-09-21T16:02:26Z,"{'id': None, 'name': 'Yahoo.com'}",Walmart Inc (WMT) Eyes Price Increases Because of Tariffs,https://www.yahoo.com/news/walmart-inc-wmt-eyes-price-increases-because-tariffs-160226458.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
1,0.6666665555555741,5,0.1538461499013808,The Points Guy,"Here’s the link to apply now for the Bank of America Premium Rewards credit card with a 50,000-point bonus. I first reviewed the Bank of America Premium Rewards credit card when it debuted about a year ago. At the time, I wrote that it was one of the more exc… [+8009 chars]","Here’s the link to apply now for the Bank of America Premium Rewards credit card with a 50,000-point bonus. I first reviewed the Bank of America Premium Rewards credit card when it debuted about a year ago. At the time, I wrote that it was one of the more exc…",2018-09-26T22:45:29Z,"{'id': None, 'name': 'Thepointsguy.com'}",Frequently Asked Questions About the Bank of America Premium Rewards Card,http://thepointsguy.com/guide/bofa-preferred-rewards-faq/,https://i2.wp.com/thepointsguy.com/wp-content/uploads/2017/09/Bank-of-America-Premium-Rewards-12.12.37-PM-1.jpg?fit=1154%2C768px&ssl=1
0,0.9999998888889013,9,0.2368420990304711,Richard Kerr,"The Bank of America Premium Rewards credit card continues to fly under the radar despite having the potential to offer the highest base cash-back rate of any rewards credit card. If you hold $100,000 or more in assets with Bank of America and/or Merrill Lynch… [+5598 chars]","The Bank of America Premium Rewards credit card continues to fly under the radar despite having the potential to offer the highest base cash-back rate of any rewards credit card. If you hold $100,000 or more in assets with Bank of America and/or Merrill Lynch…",2018-10-12T20:00:08Z,"{'id': None, 'name': 'Thepointsguy.com'}",What Purchases Count Toward the Bank of America Premium Rewards Card Airline Credit?,http://thepointsguy.com/guide/what-purchases-count-bofa-premium-rewards-airline-credit/,https://i2.wp.com/thepointsguy.com/wp-content/uploads/2018/09/Bank-of-America-Premium-Rewards-Card-04.jpg?fit=1280%2C960px&ssl=1
0,0.9999997500000625,4,0.10256409993425386,,"Semiconductor stocks have been a mixed bag. Semiconductor stocks have been some of the hottest stocks in the tech sector in recent years, with popular stocks such as Nvidia Corp. (ticker: NVDA ) and Advanced Micro Devices ( AMD ) up more than 1,000 percent ea… [+6311 chars]","Semiconductor stocks have been a mixed bag. Semiconductor stocks have been some of the hottest stocks in the tech sector in recent years, with popular stocks such as Nvidia Corp. (ticker: NVDA) and Advanced Micro Devices (AMD) up more than 1,000 percent each …",2018-10-10T15:06:24Z,"{'id': None, 'name': 'Yahoo.com'}",9 Semiconductor Stocks Fund Managers Love,https://www.yahoo.com/news/9-semiconductor-stocks-fund-managers-love-150624797.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
0,0.0,0,0.0,Mike Chiari,"Streeter Lecka/Getty Images Kurt Busch made history by securing the pole Friday for the inaugural Bank of America Roval 400 at Charlotte Motor Speedway in Concord, North Carolina. The Charlotte Motor Speedway oval was converted into a road course for Sunday's… [+3705 chars]","Kurt Busch  made history by securing the pole Friday for the inaugural Bank of America Roval 400 at Charlotte Motor Speedway in Concord, North Carolina...",2018-09-28T22:20:40Z,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",NASCAR at Charlotte 2018 Qualifying Results: Kurt Busch Takes Pole,https://bleacherreport.com/articles/2798158-nascar-at-charlotte-2018-qualifying-results-kurt-busch-takes-pole,https://img.bleacherreport.net/img/images/photos/003/766/238/hi-res-06aea491c1ddcf0ad738e197922ecab6_crop_exact.jpg?w=1200&h=1200&q=75
1,-0.9999990000010001,0,0.24999993750001562,,"To continue, please click the box below to let us know you're not a robot.",,2018-10-15T17:18:44Z,"{'id': 'bloomberg', 'name': 'Bloomberg'}",Bank Of America Is Losing Market Share In Underwriting (Radio),https://www.bloomberg.com/tosv2.html?vid=&uuid=b7dadd50-d0a7-11e8-8133-a1e0dde195b5&url=L25ld3MvYXVkaW8vMjAxOC0xMC0xNS9iYW5rLW9mLWFtZXJpY2EtaXMtbG9zaW5nLW1hcmtldC1zaGFyZS1pbi11bmRlcndyaXRpbmctcmFkaW8=,
2,-0.33333322222225925,1,0.056603772516909956,,(Bloomberg) -- Bank of America Merrill Lynch bumped Brazilian equities to overweight from neutral after Jair Bolsonaros commanding lead in the first round of the countrys presidential election. The bank cited the easing of political uncertainty and discounted… [+1263 chars],"The bank cited the easing of political uncertainty and discounted valuations. BofAML added Cia Energetica de Minas Gerais, Gol Linhas Aereas Inteligentes SA, CVC Brasil Operadora e Agencia de Viagens SA, Magazine Luiza SA and Banco Santander Brazil SA to its …",2018-10-08T16:19:16Z,"{'id': None, 'name': 'Yahoo.com'}",Brazilian Stocks Upgraded by BofAML on Clearer Political Picture,https://www.yahoo.com/news/brazilian-stocks-upgraded-bofaml-clearer-161916463.html,https://s.yimg.com/os/mit/media/m/social/images/social_default_logo-1481777.png
3,-0.49999987500003124,1,0.07999999840000004,Gina Heeb,"Less than a month before another round of US sanctions against Iran take effect, analysts say hundred-dollar oil could be on the horizon. The Trump administration has called on buyers to cut off oil imports from Iran in efforts to pressure the third-largest O… [+4329 chars]","The State Department has ordered buyers to cut oil imports from Iran by November 4. Against a backdrop of falling output from other key OPEC countries, analysts say barrels could hit $100. Watch oil trade in real time here. Less than a month before another ro…",2018-10-09T17:03:00Z,"{'id': 'business-insider', 'name': 'Business Insider'}","'If they don't have the barrels, they don't have the barrels': Oil could soar to $100 as Trump shuts Iran out of the market",https://www.businessinsider.com/oil-trump-iran-sanctions-could-cause-prices-to-soar-to-100-a-barrel-2018-10,https://amp.businessinsider.com/images/5bbcd4ac94750c234168b276-2732-1366.jpg
0,0.9999998333333611,6,0.13043477977315696,The Points Guy,"The Bank of America Premium Rewards credit card burst onto the scene last year, plunging itself into a crowded field of other travel rewards credit cards. Although its points aren’t transferrable like Chase Ultimate Rewards or American Express Membership Rewa… [+8083 chars]","The Bank of America Premium Rewards credit card burst onto the scene last year, plunging itself into a crowded field of other travel rewards credit cards. Although its points aren’t transferrable like Chase Ultimate Rewards or American Express Membership Rewa…",2018-09-21T12:55:08Z,"{'id': None, 'name': 'Thepointsguy.com'}",One Year Later: How I Earned and Redeemed With Bank of America Premium Rewards,http://thepointsguy.com/news/one-year-bank-of-america-premium-rewards/,https://i2.wp.com/thepointsguy.com/wp-content/uploads/2018/09/Bank-of-America-Premium-Rewards-Card-07.jpg?fit=1280%2C960px&ssl=1
2,-0.33333322222225925,1,0.07894736634349037,Rob Goldberg,Chuck Burton/Associated Press Ryan Blaney took home first place in a chaotic finish in the Bank of America Roval 400 as the Monster Energy Series playoffs were whittled from 16 drivers down to 12. Jimmie Johnson and Martin Truex Jr. crashed in the final momen… [+619 chars],Ryan Blaney  took home first place in a chaotic finish in the Bank of America Roval 400 as the Monster Energy Series playoffs were whittled from 16 drivers down to 12.    Jimmie Johnson and Martin Truex Jr...,2018-09-30T21:51:40Z,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",NASCAR at Charlotte 2018 Results: Ryan Blaney Wins After Huge Crash Late in Race,https://bleacherreport.com/articles/2798377-nascar-at-charlotte-2018-results-ryan-blaney-wins-after-huge-crash-late-in-race,https://img.bleacherreport.net/img/images/photos/003/766/546/hi-res-4f84538ee0cf27926b9e18dabcd14699_crop_exact.jpg?w=1200&h=1200&q=75
0,0.9999996666667778,3,0.07317072992266513,Julian Mark Kheel,"If you have the Bank of America Premium Rewards credit card, you have a few different options for redeeming your points. You can use them to book travel, to get cash back or to buy gift cards. But how exactly do you go about redeeming them? Here’s a step-by-s… [+5240 chars]","If you have the Bank of America Premium Rewards credit card, you have a few different options for redeeming your points. You can use them to book travel, to get cash back or to buy gift cards. But how exactly do you go about redeeming them? Here’s a step-by-s…",2018-10-09T17:30:33Z,"{'id': None, 'name': 'Thepointsguy.com'}",How to Redeem Points Using the Bank of America Premium Rewards Card,http://thepointsguy.com/guide/redeem-points-bofa-premium-rewards/,https://i2.wp.com/thepointsguy.com/wp-content/uploads/2017/10/Bank-of-America-Premium-Rewards-copy.jpg?fit=1200%2C628px&ssl=1
0,0.0,0,0.0,"USA TODAY, Michelle Martinelli, USA TODAY","A look from Chris Buescher's in-car camera as he takes a lap around the part oval, part road course at Charlotte Motor Speedway. NASCAR and Charlotte Motor Speedway, USA TODAY Handout Joey Logano steers his No. 22 Ford around the circuit Friday during practic… [+3238 chars]","Many drivers are not thrilled that their first drives on the Charlotte ""roval"" circuit comes not just in a points race but a playoff elimination.",2018-09-28T19:56:23Z,"{'id': 'usa-today', 'name': 'USA Today'}","Like it or not, unknown 'roval' race will determine NASCAR playoff advancement",https://www.usatoday.com/story/sports/nascar/2018/09/28/charlotte-roval-cup-playoff-elimination-race-opinions/1458061002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/28/USAT/5c2fd131-723d-4eef-91ca-6cf2ec31aae9-logano.jpg?crop=4188,2356,x1,y332&width=3200&height=1680&fit=bounds"
0,0.99999950000025,2,0.048780486615110086,The Associated Press,"A look from Chris Buescher's in-car camera as he takes a lap around the part oval, part road course at Charlotte Motor Speedway. NASCAR and Charlotte Motor Speedway, USA TODAY Handout Kurt Busch celebrates Friday after winning the pole for the Bank of America… [+2752 chars]","Kurt Busch topped qualifying on the part oval, part road course that will be used for Sunday's playoff elimination race at Charlotte Motor Speedway.",2018-09-28T23:01:53Z,"{'id': 'usa-today', 'name': 'USA Today'}",Playoff driver Kurt Busch wins pole for NASCAR race on Charlotte roval,https://www.usatoday.com/story/sports/nascar/2018/09/28/charlotte-roval-playoff-race-qualifying-kurt-busch-pole/1460075002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/09/28/USAT/b1cd45bf-1e61-4d77-bdf7-6c459a653520-kurtbusch.JPG?crop=3193,1796,x1,y578&width=3200&height=1680&fit=bounds"
0,0.0,0,0.0,"For The Win, Michelle R. Martinelli, For The Win","Twitter screenshot: @NASCAR In the final stage of NASCAR's inaugural ""roval"" race at Charlotte Motor Speedway, a couple sponsors got a little extra bang for their advertising buck. On the 17-turn half-oval, half-road course - or roval - Cup Series driver Chri… [+982 chars]",These companies hilariously got their money's worth.,2018-09-30T20:41:28Z,"{'id': 'usa-today', 'name': 'USA Today'}","NASCAR drivers slam into barrier, comically take billboard ads with them",https://ftw.usatoday.com/2018/09/nascar-drivers-slam-into-barrier-comically-take-billboard-ads-with-them?utm_source=google&utm_medium=amp&utm_campaign=speakable,https://www.gannett-cdn.com/-mm-/349c27ae27529bf5374fbf62d91bbc38665ee50a/c=90-0-1868-1000/local/-/media/2018/09/30/USATODAY/usatsports/yeley-roval-ad1.png?width=3200&height=1680&fit=crop
1,0.49999987500003124,3,0.13793102972651622,satz57,"Same, I actually had called to see if I could get the offer by upgrading from the Visa to this card. Unfortunately I would not get the offer. It might have been your wording.... did you specifically ask them if you were allowed to have this card AND your exis… [+220 chars]",Update: This popular deal is still available. Bank of America is offering a *$200 cash rewards bonus* after you make at least *$500 in purchases within the first 90 days* of account opening with...,2018-10-15T15:50:11Z,"{'id': None, 'name': 'Slickdeals.net'}",Bank of America® Cash Rewards Credit Card $200 Bonus Offer w/ $500 in eligible purchases,https://slickdeals.net/credit-card-offers/,https://static.slickdealscdn.com/attachment/3/8/0/3/8/5/8/7431352.attach
1,0.33333322222225925,2,0.12499999479166687,"newsfeedback@fool.com (Matthew Frankel, CFP)","Bank of America ( NYSE:BAC ) is the last of the ""big four"" U.S. banks to report its third-quarter earnings. Although investors may have had to wait, they have little reason to be disappointed by the bank's performance. Not only did Bank of America beat expect… [+3242 chars]",Bank of America continues to grow and improve in a sustainable way.,2018-10-15T14:15:00Z,"{'id': None, 'name': 'Fool.com'}","Bank of America Earnings: Better Margins, Strong Asset Quality, and an All-Around Good Quarter",https://www.fool.com/investing/2018/10/15/bank-of-america-earnings-better-margins-strong.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496992%2Fbac-lobby-press.png&h=630&w=1200&op=resize
