Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
0,0.0,0,0.0,Bryan Menegus,"Earnings for gig economy workers in the transportation sectorthink drivers for Uber, Lyft, or Postmates plummeted by 53 percent, according to research from the JPMorgan Chase Institute. The study looked at banking data from 39 million Chase customers between … [+1991 chars]","Earnings for gig economy workers in the transportation sector—think drivers for Uber, Lyft, or Postmates— plummeted by 53 percent, according to research from the JPMorgan Chase Institute. Read more...",2018-09-24T17:40:00Z,"{'id': None, 'name': 'Gizmodo.com'}","Payouts to Rideshare Drivers Have Shrunk By Half, Study Finds",https://gizmodo.com/payouts-to-rideshare-drivers-have-shrunk-by-half-study-1829269683,"https://i.kinja-img.com/gawker-media/image/upload/s--dfRTeTQL--/c_fill,fl_progressive,g_center,h_900,q_80,w_1600/s3b4tzmodvtd0rqx6ajl.jpg"
0,0.0,0,0.0,Reuters Editorial,WASHINGTON (Reuters) - JPMorgan Chase &amp; Co Chief Executive Jamie Dimon on Sunday said he regretted comments that he was “smarter” than U.S. President Donald Trump and could beat him in an election. “I shouldn’t have said it. It also proves I would not be … [+817 chars],"JPMorgan Chase & Co Chief Executive Jamie Dimon on Sunday said he regretted comments that he was ""smarter"" than U.S. President Donald Trump and could beat him in an election.",2018-09-16T14:51:47Z,"{'id': 'reuters', 'name': 'Reuters'}",JP Morgan chief Dimon says shouldn't have made remarks about Trump,https://www.reuters.com/article/us-usa-trump-dimon/jp-morgan-chief-dimon-says-shouldnt-have-made-remarks-about-trump-idUSKCN1LW0FX,https://s2.reutersmedia.net/resources/r/?m=02&d=20180916&t=2&i=1304964581&w=1200&r=LYNXNPEE8F0II
5,0.09090908264462885,6,0.2199999956000001,,"New York (AFP) - JPMorgan Chase on Friday reported a jump in third-quarter profit on an improving global economy, but warned that geopolitical uncertainty could slow future growth. Net income for the three-month stretch was $8.4 billion, up 24.5 percent. Reve… [+1299 chars]","JPMorgan Chase on Friday reported a jump in third-quarter profit on an improving global economy, but warned that geopolitical uncertainty could slow future growth. The bank notched revenue gains across all of its business units, boosted in part by higher inte…",2018-10-12T16:24:42Z,"{'id': None, 'name': 'Yahoo.com'}",JPMorgan Chase profits up; warns on geopolitical risk,https://www.yahoo.com/news/jpmorgan-chase-profits-warns-geopolitical-risk-162442083.html,https://s.yimg.com/uu/api/res/1.2/Z54_Bq9memFSLLK7bQxIIg--~B/aD02ODI7dz0xMDI0O3NtPTE7YXBwaWQ9eXRhY2h5b24-/http://media.zenfs.com/en_us/News/afp.com/61f5e5755d63d182a35277edd9831c1b33084630.jpg
2,0.0,2,0.0952380929705216,,"America’s health-care industry got a shock as Amazon, Berkshire Hathaway and JPMorgan Chase announced that they would form a non-profit company to cover the health needs of their combined million-strong employees. There were few details, other than a focus on… [+4502 chars]","America’s health-care industry got a shock as Amazon, Berkshire Hathaway and JPMorgan Chase announced that they would form a non-profit company to cover the health needs of their combined million-strong employees.",2018-09-20T15:01:49Z,"{'id': 'the-economist', 'name': 'The Economist'}",Business this week,https://www.economist.com/the-world-this-week/2018/02/01/business-this-week,/assets/the-economist-logo.png
0,0.0,0,0.0,Reuters Editorial,"(Reuters) - Visa Inc ( V.N ), Mastercard Inc ( MA.N ), and a number of banks on Tuesday agreed to pay $6.2 billion to settle a long-running lawsuit brought by merchants over the fees they pay when they accept card payments. The card issuers named in the class… [+541 chars]","Visa Inc , Mastercard Inc , and a number of banks on Tuesday agreed to pay $6.2 billion to settle a long-running lawsuit brought by merchants over the fees they pay when they accept card payments.",2018-09-18T11:28:44Z,"{'id': 'reuters', 'name': 'Reuters'}","Visa, Mastercard reach $6.2 billion settlement over card-swipe fees",https://www.reuters.com/article/us-usa-court-creditcards/visa-mastercard-reach-6-2-billion-settlement-over-card-swipe-fees-idUSKCN1LY1PQ,https://s3.reutersmedia.net/resources/r/?m=02&d=20180918&t=2&i=1305605424&w=1200&r=LYNXNPEE8H15P
0,0.9999990000010001,1,0.0238095232426304,"Associated Press, Ken Sweet, Associated Press","Jefferson Graham visits a Chase bank to see how to use a mobile phone to withdraw cash, without having to use a physical debit card, on Talking Tech. USA TODAY (FILES) This file photo taken on August 14, 2013 shows people walking by JP Morgan Chase &amp; Comp… [+3387 chars]","JPMorgan Chase, the nation's biggest bank by assets, reported a 24 percent jump in third-quarter earnings. The strong results topped expectations.",2018-10-12T11:54:31Z,"{'id': 'usa-today', 'name': 'USA Today'}",JPMorgan Chase reports 24% increase in third-quarter profit with help from U.S. consumer,https://www.usatoday.com/story/money/2018/10/12/jpmorgan-chase-posts-strong-third-quarter-earnings/1611721002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,"https://www.gannett-cdn.com/presto/2018/10/12/USAT/1f23d6a3-e3de-45ea-8a33-d0f77d44c31e-JP_MORGANHQ.JPG?crop=4760,2688,x0,y122&width=3200&height=1680&fit=bounds"
4,-0.9999997500000625,0,0.07692307544378701,,(Bloomberg) -- Jamie Dimon became the latest corporate leader to drop out of Saudi Arabias Davos in the Desert event in the wake of the mysterious disappearance of a prominent government critic in Turkey. The chief executive officer of JPMorgan Chase &amp; Co… [+5129 chars],"The chief executive officer of JPMorgan Chase & Co., the biggest U.S. bank, won’t attend the conference, bank spokesman Joe Evangelisti wrote in an emailed statement. Turkish officials allege Jamal Khashoggi, a Washington Post columnist who lived in self-impo…",2018-10-15T02:42:55Z,"{'id': None, 'name': 'Yahoo.com'}",JPMorgan's Dimon Is Latest to Shun Saudi Investment Conference,https://www.yahoo.com/news/jpmorgan-ceo-dimon-drops-saudi-233800368.html,https://s.yimg.com/uu/api/res/1.2/GdAQA78zURJ2HHN1011vcQ--~B/aD0xMzMzO3c9MjAwMDtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/bloomberg_politics_602/a9c9e5ed962d403c601f528b0a38b69c
3,-0.9999996666667778,0,0.0937499970703126,ROGER COHEN,"Put these and other elements together an erratic Saudi prince given carte blanche by Trump, wielding cash and fear to secure fealty, brooking no opposition to the House of Saud, blind to devastation from the Saudi-led war in Yemen, allowing women to drive but… [+2034 chars]",The shadow of a security guard cast against the entrance to the Saudia Arabian consulate in Istanbul.,2018-10-12T22:41:34Z,"{'id': 'the-new-york-times', 'name': 'The New York Times'}",Body Parts on the Bosporus,https://www.nytimes.com/2018/10/12/opinion/jamal-khashoggi-donald-trump.html,https://static01.nyt.com/images/2018/10/12/opinion/12cohenWeb/12cohenWeb-facebookJumbo.jpg
5,-0.99999980000004,0,0.09803921376393698,,"Jamie Dimon, chief executive of JPMorgan Chase, is the latest and one of the most high-profile business executives to drop out of a Saudi investment conference in Riyadh this month, after allegations that Saudi agents killed the dissident journalist Jamal Kha… [+2861 chars]","Washington Post Top banker Dimon drops out of Saudi conference as Treasury secretary Mnuchin weighs whether to attend Washington Post Jamie Dimon, chief executive of JPMorgan Chase & Co., is the latest and one of the most high-profile business executives to d…",2018-10-15T01:52:36Z,"{'id': 'the-washington-post', 'name': 'The Washington Post'}",Top banker Dimon drops out of Saudi conference as Treasury secretary Mnuchin weighs whether to attend - Washington Post,https://www.washingtonpost.com/business/2018/10/15/top-banker-jamie-dimon-drops-out-saudi-conference-treasury-secretary-mnuchin-weighs-whether-attend/,https://www.washingtonpost.com/resizer/2CjPNwqvXHPS_2RpuRTKY-p3eVo=/1484x0/www.washingtonpost.com/pb/resources/img/twp-social-share.png
3,-0.199999960000008,2,0.10869564981096413,,"By Shreyashi Sanyal (Reuters) - Wall Street was set to rebound on Friday after the U.S. stock market's worst two days of losses since February, as bumper results for the country's largest banks, including JPMorgan, set an upbeat tone for the earnings season. … [+2662 chars]","JPMorgan Chase & Co rose 1.2 percent after reporting a nearly 25 percent rise in profit, driven by gains from rising interest rates and growth in loans which offset weakness in bond trading revenue. The bank results launch a quarterly reporting season that wi…",2018-10-12T12:30:04Z,"{'id': None, 'name': 'Yahoo.com'}",JPMorgan helps Wall Street bounce after two-day slide,https://www.yahoo.com/news/jpmorgan-helps-wall-street-bounce-two-day-slide-123004447.html,https://s.yimg.com/uu/api/res/1.2/r3SNEFaJ2.1YTwMrI5s9Ww--~B/aD0zMDA7dz00NTA7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/Reuters/2018-10-12T123004Z_2_LYNXNPEE9B0V8_RTROPTP_2_USA-STOCKS.JPG
