Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
1,0.0,1,0.04651162682531101,Vladimir Zernov,"Freeport-McMoRan ( FCX ) shares have been very volatile since my previous article on the company was published, and I've been asked to provide an update. Without further ado, here's what I think about major catalysts that impact the company and their influenc… [+3213 chars]",Copper slides due to trade wars but is trying to find a bottom. Freeport shares take a dive but receive support due to attractive valuation. Upside momentum sho,2018-09-17T22:55:09Z,"{'id': None, 'name': 'Seekingalpha.com'}",Freeport-McMoRan: Update On Recent Developments,https://seekingalpha.com/article/4206790-freeport-mcmoran-update-recent-developments,https://static1.seekingalpha.com/uploads/2018/9/17/3242291-15372095777754703.png
6,-0.9999998333333611,0,0.1428571394557824,Vladimir Zernov,"I received multiple questions regarding my views on the recent divestment agreement between Freeport-McMoRan ( FCX ) and Indonesia represented by the state-owned company PT Inalum. In short, the essence of these questions is ""Where is the upside?"". Freeport-M… [+3745 chars]",Freeport announces divestment agreement with the state-owned Inalum. The market does not react to the news. I share my view on the absence of market reaction to,2018-10-01T16:36:23Z,"{'id': None, 'name': 'Seekingalpha.com'}",Freeport-McMoRan: My Take On The Divestment Agreement With Indonesia,https://seekingalpha.com/article/4209183-freeport-mcmoran-take-divestment-agreement-indonesia,https://static1.seekingalpha.com/uploads/2018/10/1/3242291-15384021240945814.png
0,0.0,0,0.0,SA Dividend Announcements,,"Freeport-McMoRan (NYSE:FCX) declares $0.05/share quarterly dividend, in line with previous.Forward yield 1.41%Payable Nov. 1; for shareholders of record Oct. 15; ex-div Oct. 12.See FCX Dividend Scorec",2018-09-26T16:08:38Z,"{'id': None, 'name': 'Seekingalpha.com'}",Freeport-McMoRan declares $0.05 dividend,https://seekingalpha.com/news/3393142-freeport-mcmoran-declares-0_05-dividend,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png
3,-0.49999987500003124,1,0.09999999750000006,Hale Stewart,"Just to set this week's column up, over the last few months, we've seen the sector performance take on a decidedly late-cycle orientation, with healthcare, utilities, and consumer staples outperforming other sectors. Let's see if that's still the case, shall … [+3459 chars]",Short-term sector performance is changing from a late-cycle orientation to a more bullish alignment. Longer-term performance is still late-cycle. I take a deepe,2018-09-23T14:07:52Z,"{'id': None, 'name': 'Seekingalpha.com'}",Sector ETF Week In Review For September 17-21,https://seekingalpha.com/article/4207736-sector-etf-week-review-september-17minus-21,https://static.seekingalpha.com/uploads/2018/9/23/37137-153770086118856_origin.png
2,-0.33333322222225925,1,0.06382978587596201,SA Editor Carl Surran,"As Freeport McMoRans ( FCX -0.5% ) disagreement with Indonesia nears a resolution, any strategic move is now possible, including acquisitions, partnerships or even a sale of the entire company, CEO Richard Adkerson tells Bloomberg. FCX plans to remain an inde… [+661 chars]","As Freeport McMoRan&rsquo;s (FCX -0.5%) disagreement with Indonesia nears a resolution, any strategic move is now possible, including acquisitions, partnerships or even a sale of the entire company,",2018-10-08T14:35:53Z,"{'id': None, 'name': 'Seekingalpha.com'}","Freeport open to all options including sale after Grasberg resolved, CEO says",https://seekingalpha.com/news/3395769-freeport-open-options-including-sale-grasberg-resolved-ceo-says,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png
0,0.0,0,0.0,Joshua Hall,"Introduction Freeport-McMoRan ( FCX ) is the largest publicly-traded copper producer by attributable production and revenue. It is the world's second largest copper producer overall by attributable production after CODELCO, Chile's state-owned copper company,… [+15568 chars]","Freeport-McMoRan is the largest publicly-traded copper producer by attributable production and revenue. Freeport operates the Grasberg mine in Indonesia, the se",2018-09-20T15:48:24Z,"{'id': None, 'name': 'Seekingalpha.com'}",A Structural Valuation Of Freeport-McMoRan,https://seekingalpha.com/article/4207373-structural-valuation-freeport-mcmoran,https://static.seekingalpha.com/uploads/2018/9/17/816193-15371977801561432_origin.png
0,0.0,0,0.0,SA Editor Carl Surran,"Freeport McMoRan (NYSE: FCX ) and Rio Tinto (NYSE: RIO ) sign a binding agreement paving the way to transfer a majority stake in the Grasberg copper mine to Indonesias state-owned Inalum. The agreement, which follows more than a year of negotiations and a Jul… [+348 chars]",Freeport McMoRan (NYSE:FCX) and Rio Tinto (NYSE:RIO) sign a binding agreement paving the way to transfer a majority stake in the Grasberg copper mine to Indonesia&rsquo;s state-owned Inalum. The agre,2018-09-27T11:52:51Z,"{'id': None, 'name': 'Seekingalpha.com'}","Freeport, Rio sign deal to turn majority control of Grasberg mine to Indonesia",https://seekingalpha.com/news/3393350-freeport-rio-sign-deal-turn-majority-control-grasberg-mine-indonesia,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png
4,0.0,4,0.16326530279050402,The Jakarta Post,"After reaching a divestment deal on Thursday, gold and copper miner PT Freeport Indonesia (PTFI) will now focus on a smelter construction plan, which is required for the company to obtain the special mining permit (IUPK) that is needed to operate the Grasberg… [+1317 chars]","Jakarta Post Freeport shifts focus to smelter construction after reaching divestment deal Jakarta Post So if the divestment is completed, we will turn to [smelter] construction,” PTFI vice president of corporate communications Riza Pratama said in Jakarta on …",2018-09-28T09:48:00Z,"{'id': None, 'name': 'Thejakartapost.com'}",Freeport shifts focus to smelter construction after reaching divestment deal - Jakarta Post,http://www.thejakartapost.com/news/2018/09/28/freeport-shifts-focus-to-smelter-construction-after-reaching-divestment-deal.html,https://img.jakpost.net/c/2018/09/27/2018_09_27_54951_1538067555._large.jpg
0,0.9999990000010001,1,0.04347825897920613,Liz Young,,"More than 900 people in the greater Houston area have donated a total of about $350,000 to President Donald Trump's 2020 campaign to date. That includes donations from some well-known business owners and executives, including Hilcorp Energy Co. founder Jeffer…",2018-10-09T19:28:26Z,"{'id': None, 'name': 'Bizjournals.com'}",See which Houstonians have donated the most to Trump's 2020 campaign,https://www.bizjournals.com/houston/news/2018/10/09/see-which-houstonians-have-donated-the-most-to.html?ana=RSS&s=article_search&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+bizj_houston+%28Houston+Business+Journal%29,
2,0.0,2,0.09302325365062201,Anthony H. Steinmetz,"On July 18, 2018, Energy XXI Gulf Coast, Inc. (NASDAQ: EGC ) entered into a Merger Agreement with MLCJR LLC, an affiliate of Cox Oil Offshore, L.L.C. and Cox Operating, L.L.C. (collectively, Cox), where Cox will acquire all outstanding shares of EGC for $9.10… [+7051 chars]","Financing is the big question mark in this deal. Arb spread currently at 9%, expected to close in 10 days. Tremendous downside risk if deal breaks.",2018-10-01T14:19:11Z,"{'id': None, 'name': 'Seekingalpha.com'}",Energy XXI Gulf Coast: Cox Acquisition Nearing The Finish Line,https://seekingalpha.com/article/4209146-energy-xxi-gulf-coast-cox-acquisition-nearing-finish-line,https://static2.seekingalpha.com/images/marketing_images/oil_gas/oil_cc0.png
1,0.33333322222225925,2,0.07894736634349037,David Bradshaw,"Investment Thesis Quantitatively, Ciner (NYSE: CINR ) is a sound investment offering an attractive 8% dividend yield that is well-covered by operating cash flow. However, the qualitative factors are far worse and cause the company to not be considered investm… [+6970 chars]",Ciner operates under a third-party management structure. This third-party management does not have a fiduciary responsibility to shareholders. Ciner's profits m,2018-10-04T01:03:36Z,"{'id': None, 'name': 'Seekingalpha.com'}",Do Not Invest In Ciner,https://seekingalpha.com/article/4209741-invest-ciner,https://static1.seekingalpha.com/images/marketing_images/bull_bear/bear/bear_110.jpeg
1,-0.9999990000010001,0,0.027777777006172864,SA Editor Mohit Manghnani,"Stocks discussed on the in-depth session of Jim Cramer's Mad Money TV Program, Friday, October 5. The selloff was due and Fed had a hand in it. The Fed chair's comments on increasing interest rates to keep inflation in check are spooking investors and pushing… [+6961 chars]",Guidewire Software will be worth buying at $85. Analysts got Eli Lilly wrong. Chinese stocks have become toxic.,2018-10-08T11:39:59Z,"{'id': None, 'name': 'Seekingalpha.com'}",Game Plan For The Week - Cramer's Mad Money (10/5/18),https://seekingalpha.com/article/4210355-game-plan-week-cramers-mad-money-10-5-18,https://static3.seekingalpha.com/assets/og_image_192-59bfd51c9fe6af025b2f9f96c807e46f8e2f06c5ae787b15bf1423e6c676d4db.png
0,0.0,0,0.0,Fergus Jensen,"JAKARTA (Reuters) - Indonesia’s energy ministry plans to hold a ceremony on Thursday linked to a $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, it said in a document. The exact purpose of the ceremony, taking pl… [+1390 chars]","ndonesia's energy ministry plans to hold a ceremony on Thursday linked to a $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, it said in a document.US",2018-09-27T06:53:52Z,"{'id': 'reuters', 'name': 'Reuters'}",UPDATE 2-Indonesia plans news conference on $3.9 bln Freeport copper mine deal,https://www.reuters.com/article/us-indonesia-freeport-rio-tinto/indonesia-plans-news-conference-on-3-9-billion-freeport-copper-mine-deal-idUSKCN1M709X,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
0,0.0,0,0.0,Reuters Editorial,"JAKARTA (Reuters) - Indonesia’s Energy Ministry plans to hold a ceremony on Thursday to mark the finalisation of a complex $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, the ministry said in a document. The cere… [+965 chars]","Indonesia's Energy Ministry plans to hold a ceremony on Thursday to mark the finalisation of a complex $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, the ministry said in a document.US",2018-09-27T03:21:05Z,"{'id': 'reuters', 'name': 'Reuters'}","UPDATE 1-Indonesia plans news conference on $3.9 bln Freeport, Rio, Inalum deal",https://www.reuters.com/article/us-indonesia-freeport-rio-tinto/indonesia-plans-news-conference-on-3-9-billion-freeport-rio-inalum-deal-idUSKCN1M709X,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
1,-0.9999990000010001,0,0.021276595291987336,Reuters Editorial,"JAKARTA (Reuters) - Global mining giants Freeport McMoRan Inc and Rio Tinto on Thursday signed a “definitive” sales purchase agreement for a majority stake in the Grasberg copper mine to be transferred to Indonesia’s state mining holding company, Inalum. “I w… [+716 chars]","Global mining giants Freeport McMoRan Inc and Rio Tinto on Thursday signed a ""definitive"" sales purchase agreement for a majority stake in the Grasberg copper mine to be transferred to Indonesia's state mining holding company, Inalum.US",2018-09-27T10:50:46Z,"{'id': 'reuters', 'name': 'Reuters'}","Freeport, Rio enter binding agreement for Grasberg divestment to Inalum",https://www.reuters.com/article/us-indonesia-freeport-deal/freeport-rio-enter-binding-agreement-for-grasberg-divestment-to-inalum-idUSKCN1M71B8,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
0,0.0,0,0.0,Reuters Editorial,"JAKARTA, Sept 27 (Reuters) - * Indonesia’s Energy Ministry plans to hold a ceremony on Thursday to mark the finalisation of a share purchase agreement involving Freeport McMoRan, Rio Tinto, and state miner Inalum, the ministry said in a document * The ceremon… [+200 chars]","* Indonesia's Energy Ministry plans to hold a ceremony on Thursday to mark the finalisation of a share purchase agreement involving Freeport McMoRan, Rio Tinto, and state miner Inalum, the ministry said in a document",2018-09-27T02:18:25Z,"{'id': 'reuters', 'name': 'Reuters'}","Indonesia plans news conference on Freeport, Rio Tinto transaction",https://www.reuters.com/article/indonesia-freeport-rio-tinto/indonesia-plans-news-conference-on-freeport-rio-tinto-transaction-idUSJ9N1S101H,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
0,0.0,0,0.0,Wilda Asmarini,"JAKARTA (Reuters) - Global mining giants Freeport McMoRan Inc and Rio Tinto have struck a binding accord to sell a majority stake in the world’s second-biggest copper mine, Grasberg, to Indonesia’s state mining company, Inalum for $3.85 billion. The sale brin… [+1924 chars]","Ran Inc and Rio Tinto have struck a binding accord to sell a majority stake in the world's second-biggest copper mine, Grasberg, to Indonesia's state mining company, Inalum for $3.85 billion.US",2018-09-27T13:42:44Z,"{'id': 'reuters', 'name': 'Reuters'}","UPDATE 3-Freeport, Rio sell majority stake in Grasberg mine to Indonesia",https://www.reuters.com/article/us-indonesia-freeport-rio-tinto/freeport-rio-sell-majority-stake-in-grasberg-mine-to-indonesia-idUSKCN1M709X,https://s4.reutersmedia.net/resources/r/?m=02&d=20180927&t=2&i=1308765382&w=1200&r=LYNXNPEE8Q16V
0,0.0,0,0.0,,"Indonesia's energy ministry plans to hold a ceremony on Thursday linked to a $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, it said in a document. The exact purpose of the ceremony, taking place at 4 p.m. Jakart… [+68 chars]","Indonesia&#39;s energy ministry plans to hold a ceremony on Thursday linked to a $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, it said in a document. The exact purpose of the ceremony, taking place at 4 p.m. Ja…",2018-09-27T21:40:41Z,"{'id': None, 'name': 'Topix.com'}",UPDATE 2-Indonesia plans news conference on $3.9 bln Freeport copper mine deal,http://www.topix.com/world/indonesia/2018/09/update-2-indonesia-plans-news-conference-on-3-9-bln-freeport-copper-mine-deal?fromrss=1,http://picproxy.topixcdn.com/pics/up-
0,0.0,0,0.0,Paul Ausick,"Monday’s announced merger between Barrick Gold Corp. (NYSE: ABX) and Randgold Resources Ltd. (NASDAQ: GOLD) emphasized the quality of the merged company’s reserves, the further reduction in costs and shareholder returns. With gold prices stuck in a relatively… [+4085 chars]",Does Monday's announced merger between gold miners Barrick and Randgold presage a rush of consolidation and merger in an industry that has been reeling for a couple of years now?,2018-09-24T15:25:55Z,"{'id': None, 'name': '247wallst.com'}",Could There Be More Merger Action in the World’s Gold Fields?,http://247wallst.com/commodities-metals/2018/09/24/could-there-be-more-merger-action-in-the-worlds-gold-fields/,https://s2.wp.com/wp-content/themes/vip/247wallst/images/247-50x50.png
2,-0.99999950000025,0,0.040816325697626006,Tom Daly,"* Q4 TC/RC floor at $90 per tonne and 9 cents per pound - sources * Miners and smelters to start talks on 2019 benchmark next month (Adds trader comment, background) By Tom Daly BEIJING, Sept 25 (Reuters) - China’s top copper smelters have set their floor tre… [+1644 chars]","China's top copper smelters have set their floor treatment and refining charges (TC/RCs) for the fourth quarter at $90 per tonne and 9 cents per pound, two sources with direct knowledge of the matter said on Tuesday.US",2018-09-25T07:30:58Z,"{'id': 'reuters', 'name': 'Reuters'}",UPDATE 1-China copper smelters set Q4 treatment/refining charges lower than a year earlier,https://www.reuters.com/article/china-metals-copper/update-1-china-copper-smelters-set-q4-treatment-refining-charges-lower-than-a-year-earlier-idUSL4N1WB1SN,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
0,0.9999996666667778,3,0.06666666518518523,Barbara Lewis,"* Number of countries, regions rises to 115 * BHP to work with venture partners, organic growth * Long term demand stronger than short-term trade tensions By Barbara Lewis LONDON, Oct 4 (Reuters) - China’s overseas expansion will spread over land that is home… [+2440 chars]","China's overseas expansion will spread over land that is home to more than half the world's population, potentially boosting copper use by 1.6 million tonnes, or roughly 7 percent of annual demand, major miner BHP said on Thursday.",2018-10-03T23:01:00Z,"{'id': 'reuters', 'name': 'Reuters'}",BHP sees major copper demand boost from China's widening belt and road,https://www.reuters.com/article/copper-bhp/bhp-sees-major-copper-demand-boost-from-chinas-widening-belt-and-road-idUSL8N1W45FL,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
2,-0.33333322222225925,1,0.08108107888970058,The Associated Press,"Stocks that moved substantially or traded heavily Thursday: Apple Inc., up $4.53 to $224.95 An analyst for JPMorgan Chase said Apple stock could rise more than 20 percent by late 2019. Carnival Corp., down $3.24 to $63.74 The cruise line company said prices f… [+920 chars]","Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",2018-09-27T20:42:13Z,"{'id': 'abc-news', 'name': 'ABC News'}","Apple, Amazon and WellCare rise while Carnival skids",https://abcnews.go.com/Business/wireStory/apple-amazon-wellcare-rise-carnival-skids-58133106,
1,-0.9999990000010001,0,0.034482757431629055,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Associated+Press,"NEW YORK (AP) - Stocks that moved substantially or traded heavily Thursday: Apple Inc., up $4.53 to $224.95 An analyst for JPMorgan Chase said Apple stock could rise more than 20 percent by late 2019. Carnival Corp., down $3.24 to $63.74 The cruise line compa… [+999 chars]","NEW YORK (AP) - Stocks that moved substantially or traded heavily Thursday:Apple Inc., up $4.53 to $224.95An analyst for JPMorgan Chase said Apple stock...",2018-09-27T20:45:53Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Apple, Amazon and WellCare rise while Carnival skids",https://www.dailymail.co.uk/wires/ap/article-6216361/Apple-Amazon-WellCare-rise-Carnival-skids.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
2,-0.99999950000025,0,0.04255319058397467,Tom Daly,"* Q4 TC/RC floor at $90 per tonne and 9 cents per pound -sources * Miners and smelters to start talks on 2019 benchmark next month * Annual TC benchmark will be above 2018 level -analyst (Adds analyst comment) By Tom Daly BEIJING, Sept 25 (Reuters) - China’s … [+2644 chars]","China's top copper smelters have set their floor treatment and refining charges (TC/RCs) for the fourth quarter at $90 per tonne and 9 cents per pound, two sources with direct knowledge of the matter said on Tuesday.US",2018-09-25T08:56:14Z,"{'id': 'reuters', 'name': 'Reuters'}",UPDATE 2-China copper smelters set Q4 treatment/refining charges lower than a year earlier,https://www.reuters.com/article/china-metals-copper/update-2-china-copper-smelters-set-q4-treatment-refining-charges-lower-than-a-year-earlier-idUSL4N1WB1SN,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
7,-0.9999998571428775,0,0.19999999428571447,Reuters Editorial,"BEIJING, Sept 28 (Reuters) - Shanghai aluminium prices dropped for a fourth session on Friday and were on course for their steepest monthly drop since March after China decided not impose blanket cuts on industrial output in 28 northern cities this winter. Th… [+2521 chars]",Shanghai aluminium prices dropped for a fourth session on Friday and were on course for their steepest monthly drop since March after China decided not impose blanket cuts on industrial output in 28 northern cities this winter.US,2018-09-28T02:00:12Z,"{'id': 'reuters', 'name': 'Reuters'}","METALS-Shanghai aluminium slips, heads for worst month since March",https://www.reuters.com/article/global-metals/metals-shanghai-aluminium-slips-heads-for-worst-month-since-march-idUSL4N1WE1CX,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
1,-0.9999990000010001,0,0.16666663888889352,,,,2018-10-01T16:36:23Z,"{'id': None, 'name': 'Seekingalpha.com'}",Freeport-McMoRan: My Take On The Divestment Agreement With Indonesia,https://seekingalpha.com/article/4209183-freeport-mcmoran-take-divestment-agreement-indonesia?source=feed_tag_us,
0,0.0,0,0.0,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"By Fergus Jensen JAKARTA, Sept 27 (Reuters) - Indonesia's energy ministry plans to hold a ceremony on Thursday linked to a $3.9 billion share purchase deal involving Freeport McMoRan, Rio Tinto and state miner Inalum, it said in a document. The exact purpose … [+1480 chars]","By Fergus JensenJAKARTA, Sept 27 (Reuters) - Indonesia's energy ministry  plans to hold a ceremony on Thursday linked to a $3.9 billion  share purchase deal...",2018-09-27T06:54:52Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}",Indonesia plans news conference on $3.9 bln Freeport...,https://www.dailymail.co.uk/wires/reuters/article-6213405/Indonesia-plans-news-conference-3-9-bln-Freeport-copper-deal.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
2,-0.99999950000025,0,0.05882352768166096,newsfeeds@nzherald.co.nz,"NEW YORK (AP) Stocks that moved substantially or traded heavily Thursday: Apple Inc., up $4.53 to $224.95 An analyst for JPMorgan Chase said Apple stock could rise more than 20 percent by late 2019. Carnival Corp., down $3.24 to $63.74 The cruise line company… [+934 chars]","NEW YORK (AP) — Stocks that moved substantially or traded heavily Thursday:Apple Inc., up $4.53 to $224.95An analyst for JPMorgan Chase said Apple stock could rise more than 20 percent by late 2019.Carnival Corp., down $3.24...",2018-09-27T20:45:11Z,"{'id': None, 'name': 'Nzherald.co.nz'}","Apple, Amazon and WellCare rise while Carnival skids",https://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=12133305,/pb/resources/assets/img/fallback-promo-image.png?token=false
0,0.0,0,0.0,"Barbara Lewis & Chandini M, Reuters","Melbourne: Global miner Rio Tinto will return $3.2 billion to shareholders from its sale of Australian coal assets this year in addition to existing buyback programmes, it said on Thursday. The news helped to drive Rio Tinto’s London share price nearly 2% hig… [+2970 chars]",Rio Tinto to conduct off-market share buyback for up to 41.2 million shares in its Australian entity Rio Tinto Ltd,2018-09-20T10:56:17Z,"{'id': None, 'name': 'Livemint.com'}","Rio Tinto announces new $3.2 billion share buyback, stock gains",https://www.livemint.com/Companies/kPLYZK08bhIjOzPUlm1xYM/Rio-Tinto-announces-new-32-billion-share-buyback-stock-ga.html,https://www.livemint.com/rf/Image-621x414/LiveMint/Period2/2018/09/21/Photos/Processed/coalnew-kFsB--621x414@LiveMint-5522.jpg
1,0.33333322222225925,2,0.06666666518518523,Silver Coast Research,"Vale's ( VALE ) iron ore operations have been by far the main driver of the company's performance. Because of this, the Base Metals division tends to fly under the radar, despite Vale being the world's largest producer of nickel. However, Vale has big plans f… [+12493 chars]",Vale's Base Metals division is sometimes overlooked as iron ore takes center stage. The company is positioning its nickel operations for the rising demand from,2018-09-24T12:56:25Z,"{'id': None, 'name': 'Seekingalpha.com'}",Vale: Embracing The Electric Vehicle Revolution,https://seekingalpha.com/article/4207860-vale-embracing-electric-vehicle-revolution,https://static.seekingalpha.com/images/marketing_images/mining_minerals/bucket_wheel_excavator_openpit_mine.jpeg
0,0.0,0,0.0,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"By Barbara Lewis and Chandini M Sept 20 (Reuters) - Global miner Rio Tinto will return $3.2 billion to shareholders from its sale of Australian coal assets this year in addition to existing buyback programmes, it said on Thursday. The news helped to drive Rio… [+3078 chars]",By Barbara Lewis and Chandini MSept 20 (Reuters) - Global miner Rio Tinto will return $3.2  billion to shareholders from its sale of Australian coal assets ...,2018-09-20T09:49:52Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Rio Tinto announces new $3.2 billion share buyback,...",https://www.dailymail.co.uk/wires/reuters/article-6188617/Rio-Tinto-announces-new-3-2-billion-share-buyback-stock-rises.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
6,-0.9999998333333611,0,0.23076922189349144,https://www.dailymail.co.uk/home/search.html?s=&authornamef=Reuters,"BEIJING, Sept 28 (Reuters) - Shanghai aluminium prices dropped for a fourth session on Friday and were on course for their steepest monthly drop since March after China decided not impose blanket cuts on industrial output in 28 northern cities this winter. Th… [+2586 chars]","BEIJING, Sept 28 (Reuters) - Shanghai aluminium prices  dropped for a fourth session on Friday and were on course for  their steepest monthly drop since...",2018-09-28T02:05:54Z,"{'id': 'daily-mail', 'name': 'Daily Mail'}","Shanghai aluminium slips, heads for worst month since...",https://www.dailymail.co.uk/wires/reuters/article-6217239/Shanghai-aluminium-slips-heads-worst-month-March.html,https://i.dailymail.co.uk/i/pix/m_logo_636x382px.png
0,0.0,0,0.0,Barbara Lewis,"(Reuters) - Global miner Rio Tinto will return $3.2 billion to shareholders from its sale of Australian coal assets this year in addition to existing buyback programs, it said on Thursday. The news helped to drive Rio Tinto’s London share price ( RIO.L ) near… [+3054 chars]","Global miner Rio Tinto will return $3.2 billion to shareholders from its sale of Australian coal assets this year in addition to existing buyback programmes, it said on Thursday.",2018-09-20T09:53:07Z,"{'id': 'reuters', 'name': 'Reuters'}","Rio Tinto announces new $3.2 billion share buyback, stock rises",https://in.reuters.com/article/us-rio-tinto-buyback/rio-tinto-announces-new-3-2-billion-share-buyback-stock-rises-idINKCN1LZ2Z9,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png
0,0.9999990000010001,1,0.028571427755102068,Fred Piard,This article series provides a monthly dashboard of industries in each sector of the GICS classification. It compares valuation and quality factors relative to their historical averages in each industry. Executive summary Paper/wood is the most attractive ind… [+5197 chars],Valuation metrics in energy and materials. Evolution since last month. A list of stocks looking cheap in their industries.,2018-10-03T05:58:18Z,"{'id': None, 'name': 'Seekingalpha.com'}",Energy And Materials Dashboard - Update,https://seekingalpha.com/article/4209523-energy-materials-dashboard-update,https://static.seekingalpha.com/uploads/2018/10/2/2496631-15385210877629826.png
