Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
3.0,-0.9999996666667778,0.0,0.06521738988657848,Reuters Editorial,"SHANGHAI (Reuters) - The CEO of Chinese e-commerce giant JD.com ( JD.O ), Richard Liu, will no longer appear at a high-profile state-run tech forum in Shanghai this week that he had earlier been scheduled to attend. Liu was arrested on Aug. 31 in the U.S. sta… [+1176 chars]","The CEO of Chinese e-commerce giant JD.com , Richard Liu, will no longer appear at a high-profile state-run tech forum in Shanghai this week that he had earlier been scheduled to attend.",2018-09-17T16:26:43Z,"{'id': 'reuters', 'name': 'Reuters'}","JD.com CEO, under investigation for rape allegation, skips China forum",https://www.reuters.com/article/us-jd-com-ceo/jd-com-ceo-under-investigation-for-rape-allegation-skips-china-forum-idUSKCN1LX04G,https://s3.reutersmedia.net/resources/r/?m=02&d=20180917&t=2&i=1305113556&w=1200&r=LYNXNPEE8G02M
3.0,-0.9999996666667778,0.0,0.06976744023796651,Shan Li,"BEIJING Chinese e-commerce tycoon Jack Ma has surrendered his ownership of entities that hold Alibaba Group Holding Ltd.s business licenses in China. Ma, 54, relinquished his ownership in Alibabas main variable interest entities, Alibaba confirmed Monday. Tho… [+997 chars]",Chinese e-commerce tycoon Jack Ma has surrendered his ownership of entities that hold Alibaba Group Holding Ltd.’s business licenses in China,2018-10-01T04:00:27Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",The Wall Street Journal: Jack Ma gives up ownership of Alibaba entities for Chinese business licenses,https://www.wsj.com/articles/jack-ma-removes-himself-as-owner-of-alibaba-business-licenses-1538365628,http://s.marketwatch.com/public/resources/MWimages/MW-FD964_jackma_ZG_20170119044803.jpg
1.0,0.33333322222225925,2.0,0.0937499970703126,newsfeedback@fool.com (Leo Sun),"Alibaba ( NYSE:BABA ) and Facebook ( NASDAQ:FB ) were both the high-growth darlings of the Chinese and American tech markets, respectively. Alibaba's stock more than doubled since its IPO in 2014, and Facebook's more than quadrupled since its public debut in … [+5030 chars]",Which unloved tech stock is a better long-term buy?,2018-10-06T19:00:00Z,"{'id': None, 'name': 'Fool.com'}",Better Buy: Alibaba Group Holding Limited vs. Facebook,https://www.fool.com/investing/2018/10/06/better-buy-alibaba-group-holding-limited-vs-facebo.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496185%2Fgettyimages-867003276.jpg&h=630&w=1200&op=resize
3.0,-0.9999996666667778,0.0,0.09999999666666677,newsfeedback@fool.com (Dan Caplinger),"The stock market lost a lot of ground on Wednesday, with major benchmarks falling 3%-4%. The Dow Jones Industrial Average lost more than 800 points as investors started to become more fearful about the potential for a reversal in the strong economic condition… [+2505 chars]",Find out why these stocks made particularly bad showings on a down day for the market.,2018-10-10T20:32:00Z,"{'id': None, 'name': 'Fool.com'}","Why Ferrari, Alibaba Group Holding, and Cloudera Slumped Today",https://www.fool.com/investing/2018/10/10/why-ferrari-alibaba-group-holding-and-cloudera-slu.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496617%2Frace-ferrari-big.jpg&h=630&w=1200&op=resize
0.0,0.0,0.0,0.0,,"By Pei Li and Adam Jourdan BEIJING/SHANGHAI (Reuters) - Meituan Dianping, which raised $4.2 billion in its Hong Kong IPO, is one of China's super-apps, with 340 million users ordering groceries, paying bills, renting bikes and booking hotels - but it is far f… [+5088 chars]","BEIJING/SHANGHAI (Reuters) - Meituan Dianping, which raised $4.2 billion in its Hong Kong IPO, is one of China's super-apps, with 340 million users ordering groceries, paying bills, renting bikes and booking hotels - but it is far from alone. The delivery-to-…",2018-09-17T06:55:41Z,"{'id': None, 'name': 'Yahoo.com'}","Focus: As its trading debut looms, China's Meituan locked in battle of super-apps",https://www.yahoo.com/news/focus-trading-debut-looms-chinas-meituan-locked-battle-042736334--finance.html,https://s.yimg.com/uu/api/res/1.2/0Wt25w8hBr61T0iKY7z.oQ--~B/aD0zMDA7dz00NTA7c209MTthcHBpZD15dGFjaHlvbg--/http://media.zenfs.com/en_us/News/Reuters/2018-09-17T042736Z_1_LYNXNPEE8G07U_RTROPTP_2_MEITUAN-IPO.JPG
0.0,0.0,0.0,0.0,,,"Cate Cadell / Reuters : Alibaba says it will set up a chip subsidiary to make customised AI chips for its cloud and IoT businesses, aims to launch its first AI chip in H2 2019 — HANGZHOU, China (Reuters) - Alibaba Group Holding Ltd (BABA.N) will set up a dedi…",2018-09-19T15:35:35Z,"{'id': None, 'name': 'Techmeme.com'}","Alibaba says it will set up a chip subsidiary to make customised AI chips for its cloud and IoT businesses, aims to launch its first AI chip in H2 2019 (Cate Cadell/Reuters)",https://www.techmeme.com/180919/p15,http://s4.reutersmedia.net/resources/r/?m=02&d=20180919&t=2&i=1305887901&w=1200&r=LYNXNPEE8I0JZ
7.0,-0.9999998571428775,0.0,0.14893616704391135,,"(Bloomberg) -- Jack Ma, the co-founder of Alibaba Group Holding Ltd. and Chinas richest man, gave a dire warning that the escalating trade war with the U.S. is going to be severe and long-lived. Its going to destroy not only China-U.S. trade, it will destroy … [+1311 chars]","“It’s going to destroy not only China-U.S. trade, it will destroy a lot of small businesses,” Ma said during a speech at the World Trade Organization on Tuesday. Members of the rules-making body, including the European Union and Canada, are pushing plans to r…",2018-10-02T12:58:07Z,"{'id': None, 'name': 'Yahoo.com'}","Jack Ma Says Trade War Will Destroy Commerce, Hurt Everyone",https://www.yahoo.com/news/jack-ma-says-trade-war-125807574.html,https://s.yimg.com/uu/api/res/1.2/1lWyo.bnf87dEnTy1__O.g--~B/aD0xMzMzO3c9MTk5OTtzbT0xO2FwcGlkPXl0YWNoeW9u/http://media.zenfs.com/en-US/homerun/bloomberg_politics_602/25e098f72adc827d3d4790c98ab52199
0.0,0.9999996666667778,3.0,0.0714285697278912,IE Online,"Published: October 1, 2018 4:51:23 pm Zhang Yiming’s company, Bytedance Ltd, is on its way to a more than billion valuation – a price tag that surpasses Uber Technologies Inc to top the world, according to CB Insights. (Image Source: Bloomberg) When Zhang Yim… [+6981 chars]",Bytedance is the first Chinese startup to emerge from the dwindling cohort of mobile players that hasn’t sought protection or funds from either Alibaba Group Holding Ltd or Tencent.,2018-10-01T11:21:23Z,"{'id': None, 'name': 'Indianexpress.com'}",35-year-old unknown creates the world’s most valuable startup,https://indianexpress.com/article/technology/tech-news-technology/35-year-old-unknown-creates-the-worlds-most-valuable-startup-5381316/,https://images.indianexpress.com/2018/10/zhang-news-app-copy.jpg?w=759
1.0,-0.9999990000010001,0.0,0.021276595291987336,Liza Lin,"Billionaire Jack Ma said China’s government didn’t push him to step down as head of Alibaba Group Holding Ltd. BABA -1.48%, blaming rumors emanating from outside China for fueling such speculation. Alibaba’s executive chairman told investors at an event in th… [+4208 chars]","Billionaire Jack Ma said China’s government didn’t push him to step down as head of Alibaba Group Holding Ltd., blaming rumors emanating from outside China for fueling such speculation.",2018-09-18T14:27:10Z,"{'id': 'the-wall-street-journal', 'name': 'The Wall Street Journal'}",Alibaba's Jack Ma Denies Beijing Forced Him Out,https://www.wsj.com/articles/alibabas-jack-ma-denies-beijing-forced-him-out-1537280485,https://images.wsj.net/im-26973/social
5.0,-0.99999980000004,0.0,0.11111110864197538,Lulu Yilun Chen,(Bloomberg) -- Alibaba co-founder Jack Ma sent out a grave warning regarding the trade war between the U.S. and China: It’s going to last longer and have a bigger impact than most people think. The chairman of Alibaba Group Holding Ltd. said the dispute could… [+1952 chars],Alibaba co-founder Jack Ma sent out a grave warning regarding the trade war between the U.S. and China: It’s going to last longer and have a bigger impact than most people think. The chairman of Alibaba Group Holding Ltd. said the dispute could last 20 years …,2018-09-18T10:19:39Z,"{'id': None, 'name': 'Bloombergquint.com'}",Ma Warns Trade War Could Last 20 Years...,https://www.bloombergquint.com/markets/2018/09/18/alibaba-s-jack-ma-warns-u-s-china-trade-war-could-last-20-years,https://images.assettype.com/bloombergquint%2F2017-11%2F7f5e47b5-4691-42c3-9b21-d9a94fa4ecb9%2F314719154_1-3.jpg?rect=0%2C319%2C5184%2C2722&w=1200&auto=format%2Ccompress
