Negative,Polarity,Positive,Subjectivity,author,content,description,publishedAt,source,title,url,urlToImage
0,0.0,0,0.0,Karissa Bell,"Snapchat just took a big step forward in its bid to reinvent TV. The company announced a new lineup of original shows, both scripted and unscripted, that will debut on Wednesday. The shows, now branded as ""Snap Originals,"" will be promoted prominently within … [+2336 chars]","Snapchat just took a big step forward in its bid to reinvent TV. The company announced a new lineup of original shows, both scripted and unscripted, that will debut on Wednesday. The shows, now branded as ""Snap Originals,"" will be promoted prominently within …",2018-10-10T10:00:00Z,"{'id': 'mashable', 'name': 'Mashable'}",Snapchat is starting to look a lot like Netflix,https://mashable.com/article/snapchat-new-original-shows/,https://i.amz.mshcdn.com/CYlelBggJ4fgp3mmIkRjCrPH75E=/1200x630/2018%2F10%2F10%2F3c%2F88cc19b85bc8442fae4d93dc47b020d2.3f547.jpg
0,0.0,0,0.0,Josh Constine,"Snapchat needs reasons for teens to come back every day as it struggles to grow amidst competition from Instagram, so it’s capitalizing on its Los Angeles roots. Today Snapchat unveiled its fall slate of a dozen “Original” video shows including its first scri… [+1969 chars]","Snapchat needs reasons for teens to come back every day as it struggles to grow amidst competition from Instagram, so it’s capitalizing on its Los Angeles roots. Today Snapchat unveiled its fall slate of a dozen “Original” video shows including its first scri…",2018-10-10T09:59:44Z,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Snapchat becomes the mobile HBO with 12 daily scripted Original shows,http://techcrunch.com/2018/10/10/snapchat-originals/,https://techcrunch.com/wp-content/uploads/2018/10/Snapchat-Originals.png?w=680
3,0.1428571224489825,4,0.14583333029513895,kamil@fourtytwo.agency (Kamil Rextin),"In March 2017, Snap Inc., the parent company of the popular social media app Snapchat, went public. To meet revenue expectations, they opted into a self-service ads model, as opposed to direct sales. It's no question Snapchat is a popular platform -- in the U… [+4406 chars]","In March 2017, Snap Inc., the parent company of the popular social media app Snapchat, went public. To meet revenue expectations, they opted into a self-service ads model, as opposed to direct sales.",2018-10-03T10:00:00Z,"{'id': None, 'name': 'Hubspot.com'}",How to Create an Effective Snapchat Ad: An Experiment,https://blog.hubspot.com/marketing/snapchat-ads,https://blog.hubspot.com/hubfs/snapchat-ads.jpg?t=1538561436442#keepProtocol
1,-0.9999990000010001,0,0.034482757431629055,Hayden Field,"October 10, 2018 1 min read 1. Snap Inc. is launching 12 original shows in hopes that new original content -- in genres like drama, mystery, horror and comedy -- will bring back former users and drive up brand loyalty. New shows include Co-Ed, which centers o… [+660 chars]",Stay in the know in 60 seconds.,2018-10-10T16:11:26Z,"{'id': None, 'name': 'Entrepreneur.com'}",Snap Launches 12 Original Shows. 3 Things to Know Today.,https://www.entrepreneur.com/video/321470,https://assets.entrepreneur.com/content/3x2/2000/20181010151639-youtube-hero-2000x1334-101018.jpeg
0,0.9999996666667778,3,0.06122448854643901,Mark Wilson,"I’m standing on a beach, and a group of beautiful twentysomethings gather round a bonfire. There’s Dylan, a passionate dreamer, who strums at an acoustic guitar in his millennial pink hoodie. And Summer, she’s an ambitious life-lover, who dons red Chuck Taylo… [+6693 chars]","Today the company is announcing new original programming that puts users inside the story. Is it prestige TV, social storytelling, or a whole new medium? I’m standing on a beach, and a group of beautiful twentysomethings gather round a bonfire. There’s Dylan,…",2018-10-10T06:00:36Z,"{'id': None, 'name': 'Fastcompany.com'}",Snap is making whatever comes after TV,https://www.fastcompany.com/90248568/snap-is-making-whatever-comes-after-tv?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcompany%2Fheadlines+%28Fast+Company%29,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/10/p-3-90248568-snaps-plan-to-make-tv-weird.jpg"
0,0.9999997500000625,4,0.10256409993425386,David Cohen,"Snap Inc. CEO Evan Spiegel shared a long memo with employees Sept. 26 in which he outlined several goals, including full-year profitability in 2019. The memo was obtained and shared by Alex Heath of Cheddar. Growth and profitability Spiegel said Snap Inc. wil… [+3714 chars]","Snap Inc. CEO Evan Spiegel shared a long memo with employees Sept. 26 in which he outlined several goals, including full-year profitability in 2019. The memo was obtained and shared by Alex Heath of Cheddar. Growth and profitability Spiegel said Snap Inc. wil…",2018-10-08T20:05:14Z,"{'id': None, 'name': 'Adweek.com'}",5 Highlights from Evan Spiegel’s Memo to Snap Inc. Employees,http://www.adweek.com/digital/5-highlights-from-evan-spiegels-memo-to-snap-inc-employees/,https://static.adweek.com/adweek.com-prod/wp-content/uploads/2018/10/SnapchatIconOniPhone-600x315.jpg
2,0.0,2,0.0784313710111496,Medha Singh,"(Reuters) - U.S. stocks fell broadly on Thursday, mirroring weakness in the global markets, as government bond yields surged to multi-year highs on robust U.S. economic data and optimistic views from the Federal Reserve. Ten of the 11 major S&amp;P sectors we… [+2613 chars]","U.S. stocks fell broadly on Thursday, mirroring weakness in the global markets, as government bond yields surged to multi-year highs on robust U.S. economic data and optimistic views from the Federal Reserve.",2018-10-04T14:36:02Z,"{'id': 'reuters', 'name': 'Reuters'}",Wall Street succumbs to soaring bond yields,https://www.reuters.com/article/us-usa-stocks/wall-street-succumbs-to-soaring-bond-yields-idUSKCN1ME1O3,https://s3.reutersmedia.net/resources/r/?m=02&d=20181004&t=2&i=1311200517&w=1200&r=LYNXNPEE9312N
2,-0.99999950000025,0,0.04651162682531101,newsfeedback@fool.com (Keith Noonan),"What happened Snap Inc. ( NYSE:SNAP ) stock fell 22.2% in September, according to data provided by S&amp;P Global Market Intelligence. Shares took a hit following congressional hearings with Facebook ( NASDAQ:FB ) and Twitter ( NYSE:TWTR ) executives that rai… [+4595 chars]","Rising uncertainty in the social media industry, a challenging competitive outlook, and negative analyst coverage have sent Snap stock to record lows.",2018-10-09T13:13:00Z,"{'id': None, 'name': 'Fool.com'}",Why Snap Inc. Stock Fell 22.2% in September,https://www.fool.com/investing/2018/10/09/why-snap-inc-stock-fell-222-in-september.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496006%2Fgettyimages-816853042.jpg&h=630&w=1200&op=resize
0,0.9999990000010001,1,0.04761904535147403,newsfeedback@fool.com (Rick Munarriz),"Snap Inc. ( NYSE:SNAP ) shares are hitting new lows this week, and at least two Wall Street pros feel that the dot-com laggard is going even lower. Citi analyst Mark May is lowering his price target from $8 to $7, despite the stock falling 44% this year and t… [+2593 chars]","Citi and Evercore slash their price targets on Snap Inc., even as the shares hit new all-time lows.",2018-10-04T15:40:00Z,"{'id': None, 'name': 'Fool.com'}",Bottom-Fishing Snapchat Stock Can Be Dangerous,https://www.fool.com/investing/2018/10/04/bottom-fishing-snapchat-stock-can-be-dangerous.aspx,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F496199%2Fsnapspecs2.jpg&h=630&w=1200&op=resize
0,0.9999996666667778,3,0.06122448854643901,Mark Wilson,"I’m standing on a beach, and a group of beautiful twentysomethings gather round a bonfire. There’s Dylan, a passionate dreamer, who strums at an acoustic guitar in his millennial pink hoodie. And Summer, she’s an ambitious life-lover, who dons red Chuck Taylo… [+6693 chars]","Today the company is announcing new original programming that puts users inside the story. Is it prestige TV, social storytelling, or a whole new medium? I’m standing on a beach, and a group of beautiful twentysomethings gather round a bonfire. There’s Dylan,…",2018-10-10T06:00:36Z,"{'id': None, 'name': 'Fastcompany.com'}",Snap is making whatever comes after TV,https://www.fastcompany.com/90248568/snap-is-making-whatever-comes-after-tv?partner=feedburner&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+fastcodesign%2Ffeed+%28Co.Design%29,"https://images.fastcompany.net/image/upload/w_1280,f_auto,q_auto,fl_lossy/wp-cms/uploads/2018/10/p-3-90248568-snaps-plan-to-make-tv-weird.jpg"
